ㄍㄢ-ㄧㄞ-ㄈㄥ-ㄈㄜ-ㄈㄢ,kɑn-iaɪ-fʊŋ-fɯʌ-fan,gan-yai-feng-fe-fan
ㄍㄤ-ㄈㄥ-ㄧ-ㄧㄤ-ㄧㄚ,kɑŋ-fʊŋ-i-iɑŋ-ia,gang-feng-yi-yang-ya
ㄍㄠ-ㄈㄤ-ㄧㄞ-ㄧ-ㄧㄠ,kɑʊ-fɑŋ-iaɪ-i-iɑʊ,gao-fang-yai-yi-yao
ㄍㄣ-ㄧㄥ-ㄧㄥ-ㄧㄤ-ㄧㄠ,kən-iŋ-iŋ-iɑŋ-iɑʊ,gen-ying-ying-yang-yao
ㄍㄥ-ㄧㄛ-ㄈㄢ-ㄧㄤ-ㄧㄝ,kəŋ-iɔ-fan-iɑŋ-iɛ,geng-yo-fan-yang-ye
ㄍㄡ-ㄈㄣ-ㄧㄠ-ㄈㄛ-ㄈㄟ,kɤu-fən-iɑʊ-fɔ-feɪ,gou-fen-yao-fo-fei
ㄍㄜ-ㄈㄟ-ㄧㄚ-ㄍㄟ-ㄧㄞ,kɯʌ-feɪ-ia-keɪ-iaɪ,ge-fei-ya-gei-yai
ㄍㄨㄥ-ㄧㄢ-ㄧㄛ-ㄈㄧ-ㄧㄛ,kʊŋ-iɛn-iɔ-fi-iɔ,gong-yan-yo-fi-yo
ㄎㄚ-ㄍㄨ-ㄈㄡ-ㄈㄣ-ㄧㄝ,kʰa-ku-fɤʊ-fən-iɛ,ka-gu-fou-fen-ye
ㄎㄢ-ㄧㄢ-ㄧㄡ-ㄈㄜ-ㄈㄧ,kʰan-iɛn-iɤu-fɯʌ-fi,kan-yan-you-fe-fi
ㄎㄞ-ㄧㄥ-ㄧㄡ-ㄈㄥ-ㄍㄚ,kʰaɪ-iŋ-iɤu-fʊŋ-ka,kai-ying-you-feng-ga
ㄎㄨ-ㄧ-ㄧㄝ-ㄞ-ㄧㄢ,kʰu-i-iɛ-ai-iɛn,ku-yi-ye-ai-yan
ㄎㄤ-ㄍㄞ-ㄧㄤ-ㄍㄟ-ㄧㄠ,kʰɑŋ-kaɪ-iɑŋ-keɪ-iɑʊ,kang-gai-yang-gei-yao
ㄎㄠ-ㄈㄡ-ㄈㄜ-ㄈㄨ-ㄧㄚ,kʰɑʊ-fɤʊ-fɯʌ-fu-ia,kao-fou-fe-fu-ya
ㄎㄣ-ㄍㄚ-ㄍㄢ-ㄍㄞ-ㄧㄛ,kʰən-ka-kɑn-kaɪ-iɔ,ken-ga-gan-gai-yo
ㄎㄥ-ㄍㄨ-ㄧㄞ-ㄧㄝ-ㄢ,kʰəŋ-ku-iaɪ-iɛ-an,keng-gu-yai-ye-an
ㄎㄡ-ㄧㄥ-ㄍㄢ-ㄍㄟ-ㄧㄢ,kʰɤu-iŋ-kɑn-keɪ-iɛn,kou-ying-gan-gei-yan
ㄎㄜ-ㄈㄤ-ㄍㄤ-ㄍㄠ-ㄈㄥ,kʰɯʌ-fɑŋ-kɑŋ-kɑʊ-fʊŋ,ke-fang-gang-gao-feng
ㄎㄨㄥ-ㄍㄣ-ㄍㄨ-ㄧㄤ-ㄍㄥ,kʰʊŋ-kən-ku-iɑŋ-kəŋ,kong-gen-gu-yang-geng
ㄌㄚ-ㄍㄤ-ㄍㄡ-ㄧㄠ-ㄧ,la-kɑŋ-kɤu-iɑʊ-i,la-gang-gou-yao-yi
ㄌㄢ-ㄍㄢ-ㄍㄤ-ㄍㄜ-ㄈㄛ,lan-kɑn-kɑŋ-kɯʌ-fɔ,lan-gan-gang-ge-fo
ㄌㄞ-ㄧㄡ-ㄧㄛ-ㄈㄨ-ㄧㄝ,laɪ-iɤu-iɔ-fu-iɛ,lai-you-yo-fu-ye
ㄌㄟ-ㄍㄚ-ㄍㄠ-ㄧㄚ-ㄍㄣ,leɪ-ka-kɑʊ-ia-kən,lei-ga-gao-ya-gen
ㄌㄧ-ㄧㄡ-ㄧㄢ-ㄍㄠ-ㄧㄞ,li-iɤu-iɛn-kɑʊ-iaɪ,li-you-yan-gao-yai
ㄌㄨ-ㄧㄡ-ㄍㄚ-ㄍㄥ-ㄍㄨㄥ,lu-iɤu-ka-kəŋ-kʊŋ,lu-you-ga-geng-gong
ㄌㄩ-ㄚ-ㄍㄡ-ㄍㄞ-ㄍㄞ,ly-a-kɤu-kaɪ-kaɪ,lv-a-gou-gai-gai
ㄌㄩㄣ-ㄍㄣ-ㄍㄥ-ㄎㄚ-ㄍㄜ,lyn-kən-kəŋ-kʰa-kɯʌ,lvn-gen-geng-ka-ge
ㄌㄩㄝ-ㄈㄚ-ㄍㄨㄥ-ㄎㄢ-ㄍㄡ,lyɛ-fa-kʊŋ-kʰan-kɤu,lue-fa-gong-kan-gou
ㄌㄩㄢ-ㄍㄜ-ㄈㄣ-ㄍㄨㄥ-ㄎㄞ,lyɛn-kɯʌ-fən-kʊŋ-kʰaɪ,lvan-ge-fen-gong-kai
ㄌㄤ-ㄎㄨ-ㄍㄟ-ㄍㄟ-ㄍㄨ,lɑŋ-kʰu-keɪ-keɪ-ku,lang-ku-gei-gei-gu
ㄌㄠ-ㄧㄥ-ㄎㄤ-ㄎㄠ-ㄧㄤ,lɑʊ-iŋ-kʰɑŋ-kʰɑʊ-iɑŋ,lao-ying-kang-kao-yang
ㄌㄥ-ㄎㄣ-ㄎㄚ-ㄎㄚ-ㄎㄢ,ləŋ-kʰən-kʰa-kʰa-kʰan,leng-ken-ka-ka-kan
ㄌㄡ-ㄍㄨ-ㄍㄢ-ㄎㄢ-ㄎㄞ,lɤu-ku-kɑn-kʰan-kʰaɪ,lou-gu-gan-kan-kai
ㄌㄜ-ㄈㄡ-ㄧㄠ-ㄧㄛ-ㄈㄤ,lɯʌ-fɤʊ-iɑʊ-iɔ-fɑŋ,le-fou-yao-yo-fang
ㄌㄨㄥ-ㄎㄥ-ㄎㄡ-ㄍㄤ-ㄎㄜ,lʊŋ-kʰəŋ-kʰɤu-kɑŋ-kʰɯʌ,long-keng-kou-gang-ke
ㄇㄚ-ㄎㄞ-ㄍㄢ-ㄎㄨ-ㄍㄠ,ma-kʰaɪ-kɑn-kʰu-kɑʊ,ma-kai-gan-ku-gao
ㄇㄢ-ㄎㄤ-ㄎㄨㄥ-ㄌㄚ-ㄎㄨ,man-kʰɑŋ-kʰʊŋ-la-kʰu,man-kang-kong-la-ku
ㄇㄞ-ㄍㄤ-ㄌㄢ-ㄎㄠ-ㄧㄝ,maɪ-kɑŋ-lan-kʰɑʊ-iɛ,mai-gang-lan-kao-ye
ㄇㄟ-ㄍㄠ-ㄧㄢ-ㄎㄣ-ㄎㄥ,meɪ-kɑʊ-iɛn-kʰən-kʰəŋ,mei-gao-yan-ken-keng
ㄇㄧ-ㄍㄚ-ㄎㄤ-ㄌㄞ-ㄍㄣ,mi-ka-kʰɑŋ-laɪ-kən,mi-ga-kang-lai-gen
ㄇㄨ-ㄍㄣ-ㄎㄡ-ㄍㄥ-ㄌㄟ,mu-kən-kʰɤu-kəŋ-leɪ,mu-gen-kou-geng-lei
ㄇㄛ-ㄈㄛ-ㄈㄣ-ㄎㄜ-ㄈㄜ,muɔ-fɔ-fən-kʰɯʌ-fɯʌ,mo-fo-fen-ke-fe
ㄇㄤ-ㄌㄧ-ㄍㄞ-ㄍㄥ-ㄌㄨ,mɑŋ-li-kaɪ-kəŋ-lu,mang-li-gai-geng-lu
ㄇㄠ-ㄧㄡ-ㄍㄡ-ㄍㄜ-ㄈㄥ,mɑʊ-iɤu-kɤu-kɯʌ-fʊŋ,mao-you-gou-ge-feng
ㄇㄣ-ㄎㄨㄥ-ㄌㄩ-ㄞ-ㄍㄟ,mən-kʰʊŋ-ly-ai-keɪ,men-kong-lv-ai-gei
ㄇㄡ-ㄍㄚ-ㄎㄠ-ㄍㄞ-ㄍㄡ,mɤʊ-ka-kʰɑʊ-kaɪ-kɤu,mou-ga-kao-gai-gou
ㄇㄜ-ㄧ-ㄍㄨ-ㄍㄨㄥ-ㄌㄩㄣ,mɯʌ-i-ku-kʊŋ-lyn,me-yi-gu-gong-lvn
ㄇㄥ-ㄌㄩㄝ-ㄈㄢ-ㄌㄚ-ㄎㄣ,mʊŋ-lyɛ-fan-la-kʰən,meng-lue-fan-la-ken
ㄋㄚ-ㄎㄥ-ㄌㄩㄢ-ㄌㄢ-ㄌㄞ,na-kʰəŋ-lyɛn-lan-laɪ,na-keng-lvan-lan-lai
ㄋㄢ-ㄌㄟ-ㄍㄜ-ㄧㄚ-ㄎㄡ,nan-leɪ-kɯʌ-ia-kʰɤu,nan-lei-ge-ya-kou
ㄋㄞ-ㄍㄨㄥ-ㄌㄤ-ㄌㄠ-ㄍㄟ,naɪ-kʊŋ-lɑŋ-lɑʊ-keɪ,nai-gong-lang-lao-gei
ㄋㄟ-ㄎㄚ-ㄎㄜ-ㄧㄞ-ㄎㄢ,neɪ-kʰa-kʰɯʌ-iaɪ-kʰan,nei-ka-ke-yai-kan
ㄋㄧ-ㄍㄢ-ㄌㄧ-ㄍㄤ-ㄌㄥ,ni-kɑn-li-kɑŋ-ləŋ,ni-gan-li-gang-leng
ㄋㄨ-ㄎㄚ-ㄎㄨㄥ-ㄌㄡ-ㄎㄢ,nu-kʰa-kʰʊŋ-lɤu-kʰan,nu-ka-kong-lou-kan
ㄋㄩ-ㄢ-ㄌㄨ-ㄎㄞ-ㄎㄞ,ny-an-lu-kʰaɪ-kʰaɪ,nv-an-lu-kai-kai
ㄋㄤ-ㄌㄜ-ㄧㄥ-ㄌㄨㄥ-ㄇㄚ,nɑŋ-lɯʌ-iŋ-lʊŋ-ma,nang-le-ying-long-ma
ㄋㄠ-ㄍㄨ-ㄎㄨ-ㄎㄤ-ㄇㄢ,nɑʊ-ku-kʰu-kʰɑŋ-man,nao-gu-ku-kang-man
ㄋㄣ-ㄌㄩ-ㄈㄚ-ㄌㄚ-ㄌㄢ,nən-ly-fa-la-lan,nen-lv-fa-la-lan
ㄋㄡ-ㄎㄠ-ㄍㄢ-ㄌㄩㄣ-ㄌㄩㄝ,nɤu-kʰɑʊ-kɑn-lyn-lyɛ,nou-kao-gan-lvn-lue
ㄋㄜ-ㄧㄤ-ㄇㄞ-ㄎㄨ-ㄎㄣ,nɯʌ-iɑŋ-maɪ-kʰu-kʰən,ne-yang-mai-ku-ken
ㄋㄨㄥ-ㄇㄟ-ㄎㄤ-ㄇㄧ-ㄍㄠ,nʊŋ-meɪ-kʰɑŋ-mi-kɑʊ,nong-mei-kang-mi-gao
ㄅㄚ-ㄌㄞ-ㄎㄠ-ㄍㄤ-ㄇㄨ,pa-laɪ-kʰɑʊ-kɑŋ-mu,ba-lai-kao-gang-mu
ㄅㄢ-ㄌㄩㄢ-ㄌㄤ-ㄇㄛ-ㄈㄡ,pan-lyɛn-lɑŋ-muɔ-fɤʊ,ban-lvan-lang-mo-fou
ㄅㄞ-ㄎㄣ-ㄌㄠ-ㄍㄠ-ㄍㄣ,paɪ-kʰən-lɑʊ-kɑʊ-kən,bai-ken-lao-gao-gen
ㄅㄟ-ㄎㄥ-ㄇㄤ-ㄇㄠ-ㄍㄥ,peɪ-kʰəŋ-mɑŋ-mɑʊ-kəŋ,bei-keng-mang-mao-geng
ㄅㄧ-ㄍㄣ-ㄌㄥ-ㄇㄣ-ㄌㄡ,pi-kən-ləŋ-mən-lɤu,bi-gen-leng-men-lou
ㄅㄨ-ㄎㄥ-ㄇㄡ-ㄍㄡ-ㄎㄡ,pu-kʰəŋ-mɤʊ-kɤu-kʰɤu,bu-keng-mou-gou-kou
ㄅㄛ-ㄈㄜ-ㄧㄠ-ㄍㄜ-ㄧㄛ,puɔ-fɯʌ-iɑʊ-kɯʌ-iɔ,bo-fe-yao-ge-yo
ㄅㄤ-ㄇㄜ-ㄧㄝ-ㄈㄟ-ㄎㄡ,pɑŋ-mɯʌ-iɛ-feɪ-kʰɤu,bang-me-ye-fei-kou
ㄅㄠ-ㄍㄨㄥ-ㄇㄥ-ㄋㄚ-ㄌㄟ,pɑʊ-kʊŋ-mʊŋ-na-leɪ,bao-gong-meng-na-lei
ㄅㄣ-ㄌㄜ-ㄧㄢ-ㄌㄨㄥ-ㄋㄢ,pən-lɯʌ-iɛn-lʊŋ-nan,ben-le-yan-long-nan
ㄅㄡ-ㄎㄜ-ㄧㄡ-ㄎㄨㄥ-ㄋㄞ,pɤu-kʰɯʌ-iɤu-kʰʊŋ-naɪ,bou-ke-you-kong-nai
ㄅㄜ-ㄍㄚ-ㄌㄧ-ㄍㄥ-ㄋㄟ,pɯʌ-ka-li-kəŋ-neɪ,be-ga-li-geng-nei
ㄅㄥ-ㄋㄧ-ㄍㄡ-ㄌㄚ-ㄌㄨ,pʊŋ-ni-kɤu-la-lu,beng-ni-gou-la-lu
ㄆㄚ-ㄌㄩ-ㄈㄢ-ㄇㄚ-ㄌㄩㄣ,pʰa-ly-fan-ma-lyn,pa-lv-fan-ma-lvn
ㄆㄢ-ㄇㄢ-ㄇㄞ-ㄎㄜ-ㄍㄞ,pʰan-man-maɪ-kʰɯʌ-kaɪ,pan-man-mai-ke-gai
ㄆㄞ-ㄎㄨㄥ-ㄋㄨ-ㄌㄢ-ㄇㄟ,pʰaɪ-kʰʊŋ-nu-lan-meɪ,pai-kong-nu-lan-mei
ㄆㄟ-ㄌㄚ-ㄌㄩㄝ-ㄈㄧ-ㄍㄜ,pʰeɪ-la-lyɛ-fi-kɯʌ,pei-la-lue-fi-ge
ㄆㄧ-ㄍㄨㄥ-ㄋㄩ-ㄈㄟ-ㄌㄢ,pʰi-kʊŋ-ny-feɪ-lan,pi-gong-nv-fei-lan
ㄆㄨ-ㄌㄞ-ㄌㄞ-ㄌㄟ-ㄌㄧ,pʰu-laɪ-laɪ-leɪ-li,pu-lai-lai-lei-li
ㄆㄛ-ㄈㄥ-ㄋㄤ-ㄋㄠ-ㄎㄚ,pʰuɔ-fʊŋ-nɑŋ-nɑʊ-kʰa,po-feng-nang-nao-ka
ㄆㄤ-ㄋㄣ-ㄇㄧ-ㄎㄚ-ㄌㄩㄢ,pʰɑŋ-nən-mi-kʰa-lyɛn,pang-nen-mi-ka-lvan
ㄆㄠ-ㄎㄢ-ㄇㄨ-ㄌㄟ-ㄌㄨ,pʰɑʊ-kʰan-mu-leɪ-lu,pao-kan-mu-lei-lu
ㄆㄣ-ㄇㄛ-ㄧ-ㄎㄢ-ㄇㄤ,pʰən-muɔ-i-kʰan-mɑŋ,pen-mo-yi-kan-mang
ㄆㄡ-ㄌㄧ-ㄎㄞ-ㄌㄩ-ㄈㄧ,pʰɤu-li-kʰaɪ-ly-fi,pou-li-kai-lv-fi
ㄆㄜ-ㄍㄟ-ㄌㄩㄣ-ㄇㄠ-ㄎㄞ,pʰɯʌ-keɪ-lyn-mɑʊ-kʰaɪ,pe-gei-lvn-mao-kai
ㄆㄥ-ㄋㄡ-ㄌㄨ-ㄌㄩ-ㄈㄨ,pʰʊŋ-nɤu-lu-ly-fu,peng-nou-lu-lv-fu
ㄙㄚ-ㄌㄤ-ㄋㄜ-ㄍㄨ-ㄌㄩㄣ,sa-lɑŋ-nɯʌ-ku-lyn,sa-lang-ne-gu-lvn
ㄙㄢ-ㄇㄣ-ㄇㄡ-ㄎㄨ-ㄌㄩㄝ,san-mən-mɤʊ-kʰu-lyɛ,san-men-mou-ku-lue
ㄙㄞ-ㄌㄩㄝ-ㄈㄨ-ㄌㄩㄢ-ㄇㄜ,saɪ-lyɛ-fu-lyɛn-mɯʌ,sai-lue-fu-lvan-me
ㄙㄨ-ㄌㄤ-ㄋㄨㄥ-ㄅㄚ-ㄌㄠ,su-lɑŋ-nʊŋ-pa-lɑʊ,su-lang-nong-ba-lao
ㄙㄤ-ㄅㄢ-ㄇㄥ-ㄅㄞ-ㄌㄩㄢ,sɑŋ-pan-mʊŋ-paɪ-lyɛn,sang-ban-meng-bai-lvan
ㄙㄠ-ㄎㄤ-ㄅㄟ-ㄌㄤ-ㄅㄧ,sɑʊ-kʰɑŋ-peɪ-lɑŋ-pi,sao-kang-bei-lang-bi
ㄙㄣ-ㄋㄚ-ㄌㄥ-ㄅㄨ-ㄌㄠ,sən-na-ləŋ-pu-lɑʊ,sen-na-leng-bu-lao
ㄙㄥ-ㄅㄛ-ㄧㄚ-ㄌㄡ-ㄌㄥ,səŋ-puɔ-ia-lɤu-ləŋ,seng-bo-ya-lou-leng
ㄙㄡ-ㄌㄡ-ㄌㄜ-ㄍㄢ-ㄋㄢ,sɤu-lɤu-lɯʌ-kɑn-nan,sou-lou-le-gan-nan
ㄙ-ㄚ-ㄌㄜ-ㄍㄤ-ㄅㄤ,sɨ-a-lɯʌ-kɑŋ-pɑŋ,si-a-le-gang-bang
ㄙㄜ-ㄍㄠ-ㄎㄠ-ㄎㄣ-ㄋㄞ,sɯʌ-kɑʊ-kʰɑʊ-kʰən-naɪ,se-gao-kao-ken-nai
ㄙㄨㄥ-ㄅㄠ-ㄎㄥ-ㄅㄣ-ㄋㄟ,sʊŋ-pɑʊ-kʰəŋ-pən-neɪ,song-bao-keng-ben-nei
ㄉㄚ-ㄌㄨㄥ-ㄅㄡ-ㄌㄨㄥ-ㄅㄜ,ta-lʊŋ-pɤu-lʊŋ-pɯʌ,da-long-bou-long-be
ㄉㄢ-ㄋㄧ-ㄎㄨ-ㄇㄚ-ㄇㄚ,tan-ni-kʰu-ma-ma,dan-ni-ku-ma-ma
ㄉㄞ-ㄌㄠ-ㄎㄡ-ㄇㄢ-ㄋㄨ,taɪ-lɑʊ-kʰɤu-man-nu,dai-lao-kou-man-nu
ㄉㄟ-ㄌㄥ-ㄅㄥ-ㄆㄚ-ㄇㄢ,teɪ-ləŋ-pʊŋ-pʰa-man,dei-leng-beng-pa-man
ㄉㄧ-ㄎㄤ-ㄆㄢ-ㄋㄩ-ㄈㄤ,ti-kʰɑŋ-pʰan-ny-fɑŋ,di-kang-pan-nv-fang
ㄗㄚ-ㄇㄞ-ㄌㄡ-ㄇㄞ-ㄌㄜ,tsa-maɪ-lɤu-maɪ-lɯʌ,za-mai-lou-mai-le
ㄗㄢ-ㄋㄤ-ㄆㄞ-ㄌㄨㄥ-ㄆㄟ,tsan-nɑŋ-pʰaɪ-lʊŋ-pʰeɪ,zan-nang-pai-long-pei
ㄗㄞ-ㄇㄚ-ㄇㄟ-ㄇㄢ-ㄋㄠ,tsaɪ-ma-meɪ-man-nɑʊ,zai-ma-mei-man-nao
ㄗㄟ-ㄇㄞ-ㄇㄟ-ㄇㄧ-ㄎㄠ,tseɪ-maɪ-meɪ-mi-kʰɑʊ,zei-mai-mei-mi-kao
ㄗㄨ-ㄇㄟ-ㄇㄨ-ㄇㄧ-ㄎㄣ,tsu-meɪ-mu-mi-kʰən,zu-mei-mu-mi-ken
ㄗㄤ-ㄆㄧ-ㄎㄥ-ㄆㄨ-ㄇㄨ,tsɑŋ-pʰi-kʰəŋ-pʰu-mu,zang-pi-keng-pu-mu
ㄗㄠ-ㄎㄜ-ㄍㄣ-ㄋㄣ-ㄋㄡ,tsɑʊ-kʰɯʌ-kən-nən-nɤu,zao-ke-gen-nen-nou
ㄗㄣ-ㄋㄜ-ㄍㄥ-ㄆㄛ-ㄧㄞ,tsən-nɯʌ-kəŋ-pʰuɔ-iaɪ,zen-ne-geng-po-yai
ㄗㄥ-ㄆㄤ-ㄆㄠ-ㄎㄨㄥ-ㄆㄣ,tsəŋ-pʰɑŋ-pʰɑʊ-kʰʊŋ-pʰən,zeng-pang-pao-kong-pen
ㄗㄡ-ㄇㄛ-ㄧㄥ-ㄆㄡ-ㄇㄤ,tsɤu-muɔ-iŋ-pʰɤu-mɑŋ,zou-mo-ying-pou-mang
ㄗ-ㄞ-ㄎㄡ-ㄇㄠ-ㄌㄚ,tsɨ-ai-kʰɤu-mɑʊ-la,zi-ai-kou-mao-la
ㄗㄜ-ㄍㄡ-ㄇㄣ-ㄋㄨㄥ-ㄆㄜ,tsɯʌ-kɤu-mən-nʊŋ-pʰɯʌ,ze-gou-men-nong-pe
ㄗㄨㄥ-ㄆㄥ-ㄙㄚ-ㄇㄧ-ㄎㄜ,tsʊŋ-pʰʊŋ-sa-mi-kʰɯʌ,zong-peng-sa-mi-ke
ㄘㄚ-ㄇㄨ-ㄇㄡ-ㄌㄢ-ㄅㄚ,tsʰa-mu-mɤʊ-lan-pa,ca-mu-mou-lan-ba
ㄘㄢ-ㄅㄢ-ㄅㄞ-ㄇㄛ-ㄧㄤ,tsʰan-pan-paɪ-muɔ-iɑŋ,can-ban-bai-mo-yang
ㄘㄞ-ㄇㄤ-ㄙㄢ-ㄅㄟ-ㄇㄠ,tsʰaɪ-mɑŋ-san-peɪ-mɑʊ,cai-mang-san-bei-mao
ㄘㄨ-ㄇㄜ-ㄍㄜ-ㄍㄨㄥ-ㄙㄞ,tsʰu-mɯʌ-kɯʌ-kʊŋ-saɪ,cu-me-ge-gong-sai
ㄘㄤ-ㄙㄨ-ㄇㄥ-ㄙㄤ-ㄙㄠ,tsʰɑŋ-su-mʊŋ-sɑŋ-sɑʊ,cang-su-meng-sang-sao
ㄘㄠ-ㄌㄞ-ㄇㄣ-ㄅㄧ-ㄎㄨㄥ,tsʰɑʊ-laɪ-mən-pi-kʰʊŋ,cao-lai-men-bi-kong
ㄘㄣ-ㄅㄨ-ㄋㄚ-ㄇㄛ-ㄧㄠ,tsʰən-pu-na-muɔ-iɑʊ,cen-bu-na-mo-yao
ㄘㄥ-ㄙㄣ-ㄅㄛ-ㄧㄛ-ㄧㄝ,tsʰəŋ-sən-puɔ-iɔ-iɛ,ceng-sen-bo-yo-ye
ㄘㄡ-ㄋㄢ-ㄅㄤ-ㄙㄥ-ㄙㄡ,tsʰɤu-nan-pɑŋ-səŋ-sɤu,cou-nan-bang-seng-sou
ㄘ-ㄢ-ㄅㄠ-ㄌㄟ-ㄇㄡ,tsʰɨ-an-pɑʊ-leɪ-mɤʊ,ci-an-bao-lei-mou
ㄘㄜ-ㄎㄚ-ㄇㄤ-ㄙ-ㄈㄚ,tsʰɯʌ-kʰa-mɑŋ-sɨ-fa,ce-ka-mang-si-fa
ㄘㄨㄥ-ㄙㄜ-ㄎㄢ-ㄅㄣ-ㄅㄡ,tsʰʊŋ-sɯʌ-kʰan-pən-pɤu,cong-se-kan-ben-bou
ㄉㄨ-ㄋㄞ-ㄇㄜ-ㄎㄞ-ㄇㄥ,tu-naɪ-mɯʌ-kʰaɪ-mʊŋ,du-nai-me-kai-meng
ㄉㄤ-ㄙㄨㄥ-ㄉㄚ-ㄇㄠ-ㄌㄧ,tɑŋ-sʊŋ-ta-mɑʊ-li,dang-song-da-mao-li
ㄉㄠ-ㄌㄨ-ㄋㄟ-ㄋㄚ-ㄇㄣ,tɑʊ-lu-neɪ-na-mən,dao-lu-nei-na-men
ㄐㄧ-ㄌㄚ-ㄇㄡ-ㄌㄩ-ㄈㄛ,tɕi-la-mɤʊ-ly-fɔ,ji-la-mou-lv-fo
ㄐㄩㄥ-ㄉㄢ-ㄅㄜ-ㄎㄨ-ㄋㄧ,tɕiʊŋ-tan-pɯʌ-kʰu-ni,jiong-dan-be-ku-ni
ㄐㄩ-ㄈㄣ-ㄅㄥ-ㄉㄞ-ㄋㄢ,tɕy-fən-pʊŋ-taɪ-nan,ju-fen-beng-dai-nan
ㄐㄩㄣ-ㄆㄚ-ㄇㄜ-ㄎㄤ-ㄉㄟ,tɕyn-pʰa-mɯʌ-kʰɑŋ-teɪ,jun-pa-me-kang-dei
